Month,DayofMonth,DayOfWeek,CarrierName,ActualDeptTime,SchedDeptTime,DeptDelay,ActualArrvTime,SchedArrvTime,ArrvDelay,ActualElapsedTime,SchedElapsedTime,AirTime,TaxiIn,TaxiOut
8,3,SU,United Air Lines Inc.,1401,1400,1,1508,1504,4,127,124,102,12,13
8,3,SU,Northwest Airlines Inc.,921,915,6,1031,1017,14,130,122,99,9,22
8,4,M,United Air Lines Inc.,1425,1202,143,1535,1306,149,130,124,103,14,13
8,4,M,Northwest Airlines Inc.,1436,1436,0,1540,1536,4,124,120,102,8,14
8,4,M,Northwest Airlines Inc.,918,915,3,1030,1017,13,132,122,99,13,20
8,5,T,Northwest Airlines Inc.,702,705,-3,809,807,2,127,122,97,9,21
8,6,W,Northwest Airlines Inc.,1435,1436,-1,1558,1536,22,143,120,109,12,22
8,6,W,Northwest Airlines Inc.,2216,2150,26,2348,2248,60,152,118,125,10,17
8,6,W,United Air Lines Inc.,609,613,-4,707,716,-9,118,123,99,5,14
8,7,TH,Northwest Airlines Inc.,914,915,-1,1035,1017,18,141,122,89,28,24
8,7,TH,United Air Lines Inc.,1159,1202,-3,1253,1306,-13,114,124,95,8,11
8,8,F,Northwest Airlines Inc.,1647,1650,-3,1737,1752,-15,110,122,92,7,11
8,8,F,Northwest Airlines Inc.,910,915,-5,1018,1017,1,128,122,102,11,15
8,8,F,Northwest Airlines Inc.,2155,2150,5,2250,2248,2,115,118,92,7,16
8,9,SA,United Air Lines Inc.,609,613,-4,709,716,-7,120,123,92,14,14
8,9,SA,Northwest Airlines Inc.,1132,1130,2,1223,1230,-7,111,120,90,6,15
8,10,SU,Northwest Airlines Inc.,2236,2150,46,2341,2248,53,125,118,99,6,20
8,10,SU,Northwest Airlines Inc.,1800,1650,70,1921,1752,89,141,122,117,6,18
8,11,M,Northwest Airlines Inc.,1140,1130,10,1240,1230,10,120,120,96,9,15
8,11,M,United Air Lines Inc.,1917,1914,3,2025,2029,-4,128,135,105,11,12
8,11,M,Northwest Airlines Inc.,909,915,-6,1022,1017,5,133,122,93,23,17
8,12,T,United Air Lines Inc.,933,916,17,1034,1030,4,121,134,97,10,14
8,12,T,Northwest Airlines Inc.,2151,2150,1,2248,2248,0,117,118,97,5,15
8,12,T,United Air Lines Inc.,1158,1202,-4,1249,1306,-17,111,124,94,6,11
8,12,T,United Air Lines Inc.,1926,1914,12,2033,2029,4,127,135,103,10,14
8,12,T,Northwest Airlines Inc.,1442,1436,6,1542,1536,6,120,120,99,7,14
8,13,W,Northwest Airlines Inc.,1225,1130,55,1325,1230,55,120,120,98,10,12
8,13,W,United Air Lines Inc.,956,916,40,1120,1030,50,144,134,101,31,12
8,13,W,United Air Lines Inc.,1909,1914,-5,2034,2029,5,145,135,107,8,30
8,13,W,Northwest Airlines Inc.,703,705,-2,807,807,0,124,122,93,7,24
8,14,TH,United Air Lines Inc.,908,916,-8,1025,1030,-5,137,134,98,24,15
8,16,SA,Northwest Airlines Inc.,2150,2150,0,2236,2248,-12,106,118,89,5,12
8,16,SA,United Air Lines Inc.,906,912,-6,1025,1015,10,139,123,106,20,13
8,17,SU,United Air Lines Inc.,629,613,16,732,716,16,123,123,102,9,12
8,17,SU,United Air Lines Inc.,1904,1909,-5,2036,2024,12,152,135,94,34,24
8,17,SU,Northwest Airlines Inc.,1432,1436,-4,1514,1536,-22,102,120,88,5,9
8,17,SU,Northwest Airlines Inc.,915,915,0,1016,1017,-1,121,122,102,10,9
8,17,SU,United Air Lines Inc.,914,918,-4,1026,1032,-6,132,134,106,10,16
8,18,M,United Air Lines Inc.,913,916,-3,1013,1030,-17,120,134,93,12,15
8,19,T,Northwest Airlines Inc.,907,910,-3,955,1017,-22,108,127,88,6,14
8,20,W,United Air Lines Inc.,1913,1914,-1,2009,2029,-20,116,135,95,5,16
8,21,TH,Northwest Airlines Inc.,1129,1135,-6,1220,1240,-20,111,125,89,6,16
8,21,TH,United Air Lines Inc.,1910,1914,-4,2004,2029,-25,114,135,92,6,16
8,21,TH,Northwest Airlines Inc.,1651,1650,1,1739,1753,-14,108,123,87,5,16
8,21,TH,Northwest Airlines Inc.,1445,1446,-1,1535,1549,-14,110,123,90,6,14
8,21,TH,United Air Lines Inc.,613,613,0,703,716,-13,110,123,94,5,11
8,22,F,Northwest Airlines Inc.,906,910,-4,1012,1017,-5,126,127,102,9,15
8,22,F,Northwest Airlines Inc.,1653,1650,3,1753,1753,0,120,123,97,10,13
8,22,F,Northwest Airlines Inc.,712,712,0,802,816,-14,110,124,90,6,14
8,23,SA,United Air Lines Inc.,909,912,-3,1017,1015,2,128,123,99,16,13
8,23,SA,Northwest Airlines Inc.,1133,1135,-2,1227,1240,-13,114,125,94,7,13
8,24,SU,United Air Lines Inc.,910,912,-2,1015,1015,0,125,123,99,9,17
8,25,M,United Air Lines Inc.,1427,1406,21,1520,1510,10,113,124,94,6,13
8,25,M,Northwest Airlines Inc.,904,910,-6,959,1017,-18,115,127,92,8,15
8,26,T,United Air Lines Inc.,1908,1914,-6,2019,2029,-10,131,135,99,14,18
8,26,T,Northwest Airlines Inc.,709,712,-3,803,816,-13,114,124,91,7,16
8,26,T,United Air Lines Inc.,611,613,-2,701,716,-15,110,123,97,4,9
8,27,W,United Air Lines Inc.,911,916,-5,1028,1030,-2,137,134,98,24,15
8,27,W,Northwest Airlines Inc.,1647,1650,-3,1751,1753,-2,124,123,100,9,15
8,28,TH,Northwest Airlines Inc.,1653,1650,3,1750,1753,-3,117,123,101,7,9
8,28,TH,United Air Lines Inc.,1915,1914,1,2028,2029,-1,133,135,101,7,25
8,28,TH,United Air Lines Inc.,613,613,0,722,716,6,129,123,109,5,15
8,28,TH,Northwest Airlines Inc.,2147,2140,7,2242,2241,1,115,121,94,6,15
8,29,F,Northwest Airlines Inc.,928,905,23,1035,1012,23,127,127,92,10,25
8,30,SA,United Air Lines Inc.,1142,1149,-7,1246,1253,-7,124,124,96,7,21
8,30,SA,Northwest Airlines Inc.,705,712,-7,751,816,-25,106,124,91,7,8
8,31,SU,Northwest Airlines Inc.,2134,2140,-6,2231,2241,-10,117,121,92,6,19
8,31,SU,United Air Lines Inc.,1152,1159,-7,1257,1303,-6,125,124,100,9,16
8,31,SU,United Air Lines Inc.,915,918,-3,1018,1032,-14,123,134,97,12,14
9,1,M,Northwest Airlines Inc.,2135,2140,-5,2239,2241,-2,124,121,103,5,16
9,1,M,United Air Lines Inc.,1411,1407,4,1504,1511,-7,113,124,97,5,11
9,2,T,United Air Lines Inc.,1903,1915,-12,2012,2022,-10,129,127,105,6,18
9,2,T,United Air Lines Inc.,908,915,-7,1014,1029,-15,126,134,104,7,15
9,2,T,Northwest Airlines Inc.,713,712,1,826,816,10,133,124,107,8,18
9,2,T,Northwest Airlines Inc.,1445,1446,-1,1545,1549,-4,120,123,100,5,15
9,3,W,Northwest Airlines Inc.,1438,1446,-8,1547,1549,-2,129,123,101,11,17
9,3,W,Northwest Airlines Inc.,2139,2140,-1,2241,2241,0,122,121,96,7,19
9,4,TH,Northwest Airlines Inc.,1129,1135,-6,1225,1240,-15,116,125,96,9,11
9,5,F,Northwest Airlines Inc.,2152,2140,12,2243,2241,2,111,121,96,4,11
9,5,F,Northwest Airlines Inc.,1438,1446,-8,1547,1549,-2,129,123,108,8,13
9,6,SA,United Air Lines Inc.,1526,1524,2,1632,1631,1,126,127,108,8,10
9,8,M,United Air Lines Inc.,2021,1915,66,2112,2022,50,111,127,98,4,9
9,8,M,United Air Lines Inc.,1553,1552,1,1702,1657,5,129,125,104,10,15
9,8,M,Northwest Airlines Inc.,1648,1650,-2,1747,1753,-6,119,123,101,9,9
9,8,M,United Air Lines Inc.,1211,1202,9,1311,1307,4,120,125,102,8,10
9,9,T,United Air Lines Inc.,1910,1915,-5,2015,2022,-7,125,127,103,8,14
9,9,T,United Air Lines Inc.,911,915,-4,1013,1029,-16,122,134,101,10,11
9,9,T,Northwest Airlines Inc.,1446,1446,0,1546,1549,-3,120,123,98,6,16
9,10,W,Northwest Airlines Inc.,925,910,15,1038,1017,21,133,127,106,14,13
9,10,W,United Air Lines Inc.,911,915,-4,1034,1029,5,143,134,107,13,23
9,10,W,Northwest Airlines Inc.,1653,1650,3,1754,1753,1,121,123,100,7,14
9,11,TH,United Air Lines Inc.,1608,1552,16,1719,1657,22,131,125,111,6,14
9,11,TH,United Air Lines Inc.,1205,1202,3,1315,1307,8,130,125,104,10,16
9,11,TH,Northwest Airlines Inc.,1126,1135,-9,1236,1240,-4,130,125,102,8,20
9,11,TH,United Air Lines Inc.,604,616,-12,730,722,8,146,126,118,8,20
9,12,F,United Air Lines Inc.,1718,1552,86,1831,1657,94,133,125,109,7,17
9,12,F,United Air Lines Inc.,1914,1915,-1,2024,2022,2,130,127,108,9,13
9,12,F,Northwest Airlines Inc.,1648,1650,-2,1759,1753,6,131,123,109,8,14
9,13,SA,United Air Lines Inc.,1533,1524,9,1653,1631,22,140,127,114,6,20
9,13,SA,Northwest Airlines Inc.,1133,1135,-2,1305,1240,25,152,125,114,11,27
9,14,SU,United Air Lines Inc.,1501,1211,170,1556,1316,160,115,125,99,5,11
9,14,SU,Northwest Airlines Inc.,1649,1650,-1,1738,1753,-15,109,123,90,8,11
9,14,SU,Northwest Airlines Inc.,907,910,-3,1016,1017,-1,129,127,103,11,15
9,14,SU,Northwest Airlines Inc.,1444,1446,-2,1545,1549,-4,121,123,93,9,19
9,14,SU,United Air Lines Inc.,1917,1915,2,2017,2022,-5,120,127,99,6,15
9,15,M,United Air Lines Inc.,616,616,0,712,722,-10,116,126,93,9,14
9,15,M,United Air Lines Inc.,1156,1202,-6,1249,1307,-18,113,125,91,7,15
9,15,M,United Air Lines Inc.,922,915,7,1015,1029,-14,113,134,88,7,18
9,16,T,United Air Lines Inc.,908,915,-7,1020,1029,-9,132,134,92,27,13
9,16,T,Northwest Airlines Inc.,1133,1135,-2,1230,1240,-10,117,125,93,9,15
9,16,T,Northwest Airlines Inc.,910,910,0,1007,1017,-10,117,127,90,10,17
9,17,W,United Air Lines Inc.,1156,1202,-6,1258,1307,-9,122,125,97,10,15
9,17,W,United Air Lines Inc.,1910,1915,-5,2011,2022,-11,121,127,99,5,17
9,17,W,Northwest Airlines Inc.,1646,1650,-4,1749,1753,-4,123,123,94,9,20
9,17,W,Northwest Airlines Inc.,2136,2140,-4,2228,2241,-13,112,121,90,7,15
9,17,W,Northwest Airlines Inc.,1157,1135,22,1254,1240,14,117,125,94,8,15
9,17,W,Northwest Airlines Inc.,1445,1446,-1,1539,1549,-10,114,123,92,7,15
9,18,TH,Northwest Airlines Inc.,2139,2140,-1,2233,2241,-8,114,121,89,9,16
9,18,TH,Northwest Airlines Inc.,910,910,0,1009,1017,-8,119,127,95,9,15
9,19,F,United Air Lines Inc.,1909,1915,-6,2015,2022,-7,126,127,94,16,16
9,20,SA,Northwest Airlines Inc.,906,910,-4,1008,1017,-9,122,127,93,11,18
9,21,SU,Northwest Airlines Inc.,909,910,-1,1029,1017,12,140,127,102,13,25
9,21,SU,Northwest Airlines Inc.,1648,1650,-2,1750,1753,-3,122,123,99,8,15
9,21,SU,Northwest Airlines Inc.,1441,1446,-5,1542,1549,-7,121,123,96,6,19
9,22,M,United Air Lines Inc.,909,915,-6,1025,1029,-4,136,134,103,17,16
9,22,M,Northwest Airlines Inc.,2136,2140,-4,2233,2241,-8,117,121,96,8,13
9,23,T,Northwest Airlines Inc.,901,910,-9,1014,1017,-3,133,127,102,10,21
9,25,TH,United Air Lines Inc.,1912,1915,-3,2020,2022,-2,128,127,97,6,25
9,25,TH,Northwest Airlines Inc.,706,712,-6,805,816,-11,119,124,96,9,14
9,26,F,United Air Lines Inc.,2057,1915,102,2154,2022,92,117,127,98,8,11
9,26,F,United Air Lines Inc.,1154,1202,-8,1245,1307,-22,111,125,93,5,13
9,28,SU,Northwest Airlines Inc.,1130,1135,-5,1230,1240,-10,120,125,96,9,15
9,28,SU,Northwest Airlines Inc.,1438,1446,-8,1530,1549,-19,112,123,92,8,12
9,29,M,Northwest Airlines Inc.,1130,1135,-5,1221,1240,-19,111,125,88,8,15
9,29,M,Northwest Airlines Inc.,1658,1650,8,1747,1753,-6,109,123,90,9,10
9,29,M,Northwest Airlines Inc.,909,910,-1,953,1017,-24,104,127,87,8,9
9,30,T,Northwest Airlines Inc.,1649,1650,-1,1747,1753,-6,118,123,94,9,15
10,1,W,Northwest Airlines Inc.,1159,1135,24,1254,1240,14,115,125,90,9,16
10,1,W,United Air Lines Inc.,916,922,-6,1024,1040,-16,128,138,99,8,21
10,2,TH,United Air Lines Inc.,1258,1200,58,1352,1307,45,114,127,86,16,12
10,2,TH,Northwest Airlines Inc.,905,910,-5,950,1017,-27,105,127,87,8,10
10,3,F,United Air Lines Inc.,602,613,-11,704,721,-17,122,128,93,7,22
10,3,F,Northwest Airlines Inc.,1650,1650,0,1753,1753,0,123,123,109,6,8
10,4,SA,United Air Lines Inc.,615,622,-7,714,730,-16,119,128,98,4,17
10,4,SA,Northwest Airlines Inc.,1445,1446,-1,1544,1549,-5,119,123,93,10,16
10,5,SU,United Air Lines Inc.,618,621,-3,714,729,-15,116,128,101,6,9
10,5,SU,Northwest Airlines Inc.,1131,1135,-4,1239,1240,-1,128,125,99,10,19
10,6,M,United Air Lines Inc.,608,613,-5,712,721,-9,124,128,106,9,9
10,6,M,Northwest Airlines Inc.,1130,1135,-5,1237,1240,-3,127,125,101,10,16
10,6,M,Northwest Airlines Inc.,1443,1446,-3,1544,1549,-5,121,123,95,10,16
10,7,T,United Air Lines Inc.,1559,1601,-2,1649,1708,-19,110,127,90,4,16
10,7,T,United Air Lines Inc.,1927,1928,-1,2029,2037,-8,122,129,99,7,16
10,9,TH,Northwest Airlines Inc.,2135,2140,-5,2240,2241,-1,125,121,99,7,19
10,9,TH,United Air Lines Inc.,1216,1200,16,1312,1307,5,116,127,99,8,9
10,9,TH,United Air Lines Inc.,1555,1601,-6,1657,1708,-11,122,127,103,8,11
10,10,F,Northwest Airlines Inc.,1650,1650,0,1814,1753,21,144,123,116,11,17
10,10,F,Northwest Airlines Inc.,914,910,4,1021,1017,4,127,127,107,8,12
10,10,F,United Air Lines Inc.,613,613,0,729,721,8,136,128,116,8,12
10,10,F,Northwest Airlines Inc.,708,712,-4,823,816,7,135,124,108,7,20
10,12,SU,United Air Lines Inc.,1202,1210,-8,1312,1317,-5,130,127,110,3,17
10,12,SU,Northwest Airlines Inc.,2138,2140,-2,2252,2241,11,134,121,110,7,17
10,12,SU,Northwest Airlines Inc.,1133,1135,-2,1249,1240,9,136,125,110,10,16
10,13,M,Northwest Airlines Inc.,1658,1650,8,1803,1753,10,125,123,108,7,10
10,13,M,Northwest Airlines Inc.,2135,2140,-5,2248,2241,7,133,121,109,6,18
10,14,T,Northwest Airlines Inc.,1659,1650,9,1813,1753,20,134,123,108,9,17
10,14,T,United Air Lines Inc.,1156,1200,-4,1305,1307,-2,129,127,110,8,11
10,15,W,Northwest Airlines Inc.,1444,1446,-2,1535,1549,-14,111,123,94,5,12
10,15,W,United Air Lines Inc.,1923,1928,-5,2029,2037,-8,126,129,103,7,16
10,15,W,United Air Lines Inc.,913,922,-9,1018,1040,-22,125,138,104,6,15
10,16,TH,Northwest Airlines Inc.,2135,2140,-5,2231,2241,-10,116,121,98,6,12
10,16,TH,United Air Lines Inc.,1931,1928,3,2037,2037,0,126,129,104,8,14
10,17,F,Northwest Airlines Inc.,1133,1135,-2,1238,1240,-2,125,125,92,8,25
10,17,F,United Air Lines Inc.,1159,1200,-1,1253,1307,-14,114,127,96,5,13
10,17,F,United Air Lines Inc.,1926,1928,-2,2020,2037,-17,114,129,93,8,13
10,17,F,Northwest Airlines Inc.,906,910,-4,1002,1017,-15,116,127,94,6,16
10,18,SA,United Air Lines Inc.,1215,1220,-5,1316,1327,-11,121,127,101,6,14
10,18,SA,United Air Lines Inc.,905,909,-4,1031,1027,4,146,138,103,23,20
10,19,SU,Northwest Airlines Inc.,1132,1135,-3,1234,1240,-6,122,125,100,9,13
10,19,SU,Northwest Airlines Inc.,2132,2140,-8,2230,2241,-11,118,121,97,5,16
10,19,SU,Northwest Airlines Inc.,1648,1650,-2,1751,1753,-2,123,123,102,10,11
10,19,SU,United Air Lines Inc.,614,621,-7,719,729,-10,125,128,107,6,12
10,20,M,Northwest Airlines Inc.,1443,1446,-3,1544,1549,-5,121,123,101,6,14
10,21,T,United Air Lines Inc.,1922,1928,-6,2056,2037,19,154,129,128,9,17
10,21,T,United Air Lines Inc.,1157,1200,-3,1257,1307,-10,120,127,100,6,14
10,21,T,Northwest Airlines Inc.,904,910,-6,959,1017,-18,115,127,95,6,14
10,21,T,United Air Lines Inc.,917,922,-5,1026,1040,-14,129,138,97,18,14
10,21,T,Northwest Airlines Inc.,706,712,-6,759,816,-17,113,124,94,7,12
10,22,W,Northwest Airlines Inc.,1650,1650,0,1750,1753,-3,120,123,99,8,13
10,22,W,United Air Lines Inc.,1923,1928,-5,2034,2037,-3,131,129,98,8,25
10,23,TH,Northwest Airlines Inc.,1132,1135,-3,1223,1240,-17,111,125,85,8,18
10,23,TH,Northwest Airlines Inc.,707,712,-5,803,816,-13,116,124,87,11,18
10,23,TH,United Air Lines Inc.,1926,1928,-2,2021,2037,-16,115,129,86,7,22
10,24,F,Northwest Airlines Inc.,2134,2140,-6,2237,2241,-4,123,121,87,7,29
10,24,F,Northwest Airlines Inc.,1708,1650,18,1801,1753,8,113,123,92,8,13
10,24,F,United Air Lines Inc.,1557,1601,-4,1644,1708,-24,107,127,92,7,8
10,24,F,Northwest Airlines Inc.,1444,1446,-2,1543,1549,-6,119,123,92,11,16
10,24,F,United Air Lines Inc.,921,922,-1,1030,1040,-10,129,138,94,20,15
10,24,F,United Air Lines Inc.,607,613,-6,708,721,-13,121,128,99,8,14
10,24,F,United Air Lines Inc.,1158,1200,-2,1256,1307,-11,118,127,94,8,16
10,25,SA,Northwest Airlines Inc.,708,712,-4,758,816,-18,110,124,90,5,15
10,27,M,Northwest Airlines Inc.,910,910,0,1001,1017,-16,111,127,91,6,14
10,27,M,United Air Lines Inc.,1922,1927,-5,2023,2036,-13,121,129,96,10,15
10,28,T,United Air Lines Inc.,1151,1200,-9,1244,1307,-23,113,127,89,7,17
10,28,T,Northwest Airlines Inc.,1646,1650,-4,1731,1753,-22,105,123,89,6,10
10,28,T,Northwest Airlines Inc.,1130,1135,-5,1224,1240,-16,114,125,87,6,21
10,28,T,United Air Lines Inc.,1920,1927,-7,2019,2036,-17,119,129,93,12,14
10,31,F,United Air Lines Inc.,606,612,-6,657,720,-23,111,128,92,4,15
10,31,F,United Air Lines Inc.,1153,1200,-7,1255,1307,-12,122,127,90,20,12
11,1,SA,United Air Lines Inc.,618,622,-4,716,730,-14,118,128,102,6,10
11,1,SA,United Air Lines Inc.,1526,1532,-6,1652,1641,11,146,129,101,33,12
11,2,SU,Northwest Airlines Inc.,904,910,-6,954,1015,-21,110,125,90,7,13
11,3,M,United Air Lines Inc.,908,914,-6,1036,1037,-1,148,143,106,22,20
11,3,M,Northwest Airlines Inc.,1440,1445,-5,1543,1547,-4,123,122,97,6,20
11,4,T,United Air Lines Inc.,1913,1920,-7,2018,2031,-13,125,131,104,5,16
11,4,T,United Air Lines Inc.,605,612,-7,709,723,-14,124,131,106,5,13
11,4,T,Northwest Airlines Inc.,903,910,-7,1010,1015,-5,127,125,102,9,16
11,4,T,United Air Lines Inc.,1524,1526,-2,1633,1635,-2,129,129,108,8,13
11,5,W,United Air Lines Inc.,1615,1526,49,1712,1635,37,117,129,97,9,11
11,5,W,Northwest Airlines Inc.,1706,1650,16,1813,1757,16,127,127,100,8,19
11,5,W,United Air Lines Inc.,1915,1920,-5,2021,2031,-10,126,131,102,8,16
11,5,W,Northwest Airlines Inc.,1131,1135,-4,1245,1237,8,134,122,104,8,22
11,6,TH,United Air Lines Inc.,1958,1920,38,2052,2031,21,114,131,93,8,13
11,6,TH,Northwest Airlines Inc.,1647,1650,-3,1755,1757,-2,128,127,96,11,21
11,6,TH,United Air Lines Inc.,1224,1230,-6,1311,1341,-30,107,131,91,5,11
11,6,TH,Northwest Airlines Inc.,907,910,-3,1001,1015,-14,114,125,89,9,16
11,7,F,United Air Lines Inc.,1919,1920,-1,2020,2031,-11,121,131,91,9,21
11,7,F,Northwest Airlines Inc.,705,710,-5,819,819,0,134,129,87,9,38
11,8,SA,Northwest Airlines Inc.,2139,2140,-1,2230,2241,-11,111,121,92,5,14
11,8,SA,Northwest Airlines Inc.,902,910,-8,951,1015,-24,109,125,90,8,11
11,8,SA,Northwest Airlines Inc.,1440,1445,-5,1525,1547,-22,105,122,90,5,10
11,8,SA,United Air Lines Inc.,1202,1205,-3,1303,1316,-13,121,131,97,5,19
11,9,SU,Northwest Airlines Inc.,1132,1135,-3,1248,1237,11,136,122,100,6,30
11,9,SU,United Air Lines Inc.,1152,1158,-6,1259,1309,-10,127,131,103,7,17
11,10,M,Northwest Airlines Inc.,911,910,1,1033,1015,18,142,125,101,10,31
11,10,M,Northwest Airlines Inc.,1138,1135,3,1242,1237,5,124,122,95,13,16
11,10,M,United Air Lines Inc.,908,914,-6,1015,1037,-22,127,143,104,9,14
11,10,M,Northwest Airlines Inc.,2136,2140,-4,2230,2241,-11,114,121,93,7,14
11,11,T,United Air Lines Inc.,1949,1920,29,2047,2031,16,118,131,90,5,23
11,11,T,Northwest Airlines Inc.,1709,1650,19,1837,1757,40,148,127,93,10,45
11,11,T,Northwest Airlines Inc.,704,710,-6,813,819,-6,129,129,93,6,30
11,11,T,United Air Lines Inc.,633,612,21,733,723,10,120,131,98,8,14
11,11,T,United Air Lines Inc.,1226,1230,-4,1329,1341,-12,123,131,95,6,22
11,12,W,Northwest Airlines Inc.,1646,1650,-4,1835,1757,38,169,127,104,10,55
11,12,W,United Air Lines Inc.,912,914,-2,1007,1037,-30,115,143,93,6,16
11,13,TH,United Air Lines Inc.,1912,1920,-8,2033,2031,2,141,131,111,8,22
11,13,TH,Northwest Airlines Inc.,2137,2140,-3,2237,2241,-4,120,121,96,5,19
11,13,TH,Northwest Airlines Inc.,1442,1445,-3,1549,1547,2,127,122,98,8,21
11,13,TH,Northwest Airlines Inc.,1646,1650,-4,1748,1757,-9,122,127,103,9,10
11,14,F,United Air Lines Inc.,1227,1230,-3,1325,1341,-16,118,131,99,8,11
11,14,F,United Air Lines Inc.,1914,1920,-6,2020,2031,-11,126,131,95,7,24
11,14,F,Northwest Airlines Inc.,1441,1445,-4,1534,1547,-13,113,122,92,9,12
11,14,F,Northwest Airlines Inc.,704,710,-6,819,819,0,135,129,98,7,30
11,15,SA,United Air Lines Inc.,612,613,-1,707,724,-17,115,131,88,5,22
11,15,SA,United Air Lines Inc.,1459,1504,-5,1545,1615,-30,106,131,95,4,7
11,15,SA,Northwest Airlines Inc.,2130,2140,-10,2223,2241,-18,113,121,92,7,14
11,16,SU,Northwest Airlines Inc.,701,710,-9,811,819,-8,130,129,97,7,26
11,18,T,United Air Lines Inc.,1915,1920,-5,2014,2031,-17,119,131,97,7,15
11,19,W,Northwest Airlines Inc.,907,910,-3,1006,1015,-9,119,125,95,7,17
11,19,W,United Air Lines Inc.,1226,1230,-4,1331,1341,-10,125,131,106,8,11
11,20,TH,Northwest Airlines Inc.,903,910,-7,1017,1015,2,134,125,113,9,12
11,20,TH,Northwest Airlines Inc.,1647,1650,-3,1757,1757,0,130,127,110,12,8
11,21,F,Northwest Airlines Inc.,1150,1135,15,1252,1237,15,122,122,101,10,11
11,21,F,Northwest Airlines Inc.,1442,1445,-3,1543,1547,-4,121,122,101,7,13
11,21,F,Northwest Airlines Inc.,908,910,-2,1015,1015,0,127,125,106,10,11
11,22,SA,United Air Lines Inc.,1501,1504,-3,1603,1615,-12,122,131,102,8,12
11,23,SU,United Air Lines Inc.,1153,1158,-5,1258,1309,-11,125,131,110,4,11
11,23,SU,Northwest Airlines Inc.,705,710,-5,811,819,-8,126,129,105,7,14
11,24,M,United Air Lines Inc.,605,612,-7,705,723,-18,120,131,93,6,21
11,24,M,Northwest Airlines Inc.,1655,1650,5,1745,1757,-12,110,127,93,7,10
11,24,M,Northwest Airlines Inc.,2140,2140,0,2252,2241,11,132,121,88,6,38
11,24,M,United Air Lines Inc.,909,914,-5,1004,1037,-33,115,143,91,6,18
11,24,M,United Air Lines Inc.,1225,1230,-5,1318,1341,-23,113,131,99,5,9
11,25,T,Northwest Airlines Inc.,708,710,-2,820,819,1,132,129,97,9,26
11,26,W,Northwest Airlines Inc.,1234,1135,59,1326,1237,49,112,122,94,8,10
11,26,W,Northwest Airlines Inc.,2136,2140,-4,2230,2241,-11,114,121,97,6,11
11,26,W,Northwest Airlines Inc.,1441,1445,-4,1546,1547,-1,125,122,98,10,17
11,26,W,Northwest Airlines Inc.,910,910,0,1008,1015,-7,118,125,95,5,18
11,26,W,Northwest Airlines Inc.,1644,1650,-6,1735,1757,-22,111,127,97,6,8
11,26,W,Northwest Airlines Inc.,706,710,-4,812,819,-7,126,129,93,8,25
11,27,TH,United Air Lines Inc.,1230,1230,0,1330,1339,-9,120,129,104,6,10
11,28,F,Northwest Airlines Inc.,1445,1445,0,1541,1547,-6,116,122,94,9,13
11,28,F,Northwest Airlines Inc.,1133,1135,-2,1230,1237,-7,117,122,93,11,13
11,28,F,Northwest Airlines Inc.,1643,1650,-7,1741,1757,-16,118,127,99,9,10
11,29,SA,United Air Lines Inc.,1159,1202,-3,1248,1313,-25,109,131,94,4,11
11,29,SA,Northwest Airlines Inc.,2152,2140,12,2242,2241,1,110,121,86,8,16
11,29,SA,United Air Lines Inc.,746,750,-4,839,913,-34,113,143,94,5,14
11,29,SA,Northwest Airlines Inc.,910,910,0,957,1015,-18,107,125,90,5,12
11,30,SU,Northwest Airlines Inc.,907,910,-3,1037,1015,22,150,125,106,10,34
11,30,SU,United Air Lines Inc.,744,750,-6,914,913,1,150,143,102,9,39
11,30,SU,United Air Lines Inc.,1223,1215,8,1323,1326,-3,120,131,98,6,16
12,1,M,Northwest Airlines Inc.,715,710,5,755,819,-24,100,129,84,8,8
12,1,M,United Air Lines Inc.,611,612,-1,658,723,-25,107,131,90,5,12
12,1,M,United Air Lines Inc.,1956,1924,32,2047,2035,12,111,131,93,5,13
12,2,T,Northwest Airlines Inc.,1702,1650,12,1815,1757,18,133,127,107,10,16
12,2,T,Northwest Airlines Inc.,1135,1135,0,1239,1237,2,124,122,104,5,15
12,2,T,United Air Lines Inc.,1919,1920,-1,2043,2031,12,144,131,114,9,21
12,2,T,Northwest Airlines Inc.,910,910,0,1012,1015,-3,122,125,100,9,13
12,3,W,Northwest Airlines Inc.,2139,2140,-1,2240,2241,-1,121,121,100,6,15
12,3,W,United Air Lines Inc.,1225,1230,-5,1334,1341,-7,129,131,113,7,9
12,4,TH,United Air Lines Inc.,1605,1526,39,1720,1635,45,135,129,108,12,15
12,4,TH,Northwest Airlines Inc.,703,710,-7,835,819,16,152,129,122,11,19
12,4,TH,Northwest Airlines Inc.,910,910,0,1104,1015,49,174,125,151,12,11
12,4,TH,Northwest Airlines Inc.,2134,2140,-6,2236,2241,-5,122,121,95,14,13
12,5,F,United Air Lines Inc.,1916,1920,-4,2047,2031,16,151,131,97,9,45
12,5,F,United Air Lines Inc.,915,914,1,1008,1037,-29,113,143,94,6,13
12,5,F,United Air Lines Inc.,1240,1230,10,1333,1341,-8,113,131,97,5,11
12,6,SA,Northwest Airlines Inc.,1444,1445,-1,1555,1547,8,131,122,93,7,31
12,6,SA,Northwest Airlines Inc.,1140,1135,5,1242,1237,5,122,122,97,10,15
12,7,SU,Northwest Airlines Inc.,1151,1135,16,1321,1237,44,150,122,101,8,41
