Month,DayofMonth,DayOfWeek,CarrierName,ActualDeptTime,SchedDeptTime,DeptDelay,ActualArrvTime,SchedArrvTime,ArrvDelay,ActualElapsedTime,SchedElapsedTime,AirTime,TaxiIn,TaxiOut
4,13,SU,Northwest Airlines Inc.,1645,1650,-5,1728,1754,-26,103,124,84,9,10
4,15,T,Northwest Airlines Inc.,1655,1650,5,1758,1754,4,123,124,99,6,18
4,15,T,United Air Lines Inc.,1357,1357,0,1457,1503,-6,120,126,104,6,10
4,15,T,Northwest Airlines Inc.,912,915,-3,1017,1021,-4,125,126,97,6,22
4,16,W,Northwest Airlines Inc.,911,915,-4,1025,1021,4,134,126,108,9,17
4,17,TH,Northwest Airlines Inc.,908,915,-7,1028,1021,7,140,126,109,11,20
4,17,TH,Northwest Airlines Inc.,1651,1650,1,1745,1754,-9,114,124,94,8,12
4,18,F,Northwest Airlines Inc.,1127,1130,-3,1234,1233,1,127,123,98,7,22
4,18,F,Northwest Airlines Inc.,1426,1436,-10,1533,1537,-4,127,121,94,11,22
4,19,SA,Northwest Airlines Inc.,1431,1436,-5,1538,1537,1,127,121,100,10,17
4,19,SA,United Air Lines Inc.,914,915,-1,1031,1034,-3,137,139,103,16,18
4,20,SU,United Air Lines Inc.,1157,1203,-6,1303,1309,-6,126,126,107,6,13
4,20,SU,United Air Lines Inc.,616,620,-4,715,725,-10,119,125,101,7,11
4,20,SU,Northwest Airlines Inc.,2157,2145,12,2255,2247,8,118,122,98,6,14
4,21,M,United Air Lines Inc.,1210,1209,1,1323,1315,8,133,126,113,6,14
4,21,M,United Air Lines Inc.,614,620,-6,722,725,-3,128,125,107,8,13
4,22,T,United Air Lines Inc.,617,620,-3,729,725,4,132,125,111,5,16
4,22,T,United Air Lines Inc.,1355,1357,-2,1457,1503,-6,122,126,108,6,8
4,22,T,Northwest Airlines Inc.,914,915,-1,1023,1021,2,129,126,103,8,18
4,22,T,Northwest Airlines Inc.,653,700,-7,757,806,-9,124,126,105,7,12
4,23,W,Northwest Airlines Inc.,1649,1650,-1,1814,1754,20,145,124,124,10,11
4,23,W,United Air Lines Inc.,1401,1357,4,1504,1503,1,123,126,104,6,13
4,23,W,Northwest Airlines Inc.,657,700,-3,810,806,4,133,126,98,7,28
4,24,TH,Northwest Airlines Inc.,1429,1436,-7,1610,1537,33,161,121,111,13,37
4,24,TH,United Air Lines Inc.,1410,1357,13,1511,1503,8,121,126,106,4,11
4,24,TH,Northwest Airlines Inc.,912,915,-3,1015,1021,-6,123,126,99,6,18
4,24,TH,United Air Lines Inc.,631,620,11,739,725,14,128,125,102,5,21
4,25,F,United Air Lines Inc.,2223,1900,203,2325,2012,193,122,132,101,6,15
4,25,F,Northwest Airlines Inc.,1435,1436,-1,1535,1537,-2,120,121,95,10,15
4,26,SA,Northwest Airlines Inc.,658,700,-2,802,806,-4,124,126,95,5,24
4,27,SU,Northwest Airlines Inc.,911,915,-4,1019,1021,-2,128,126,95,10,23
4,27,SU,Northwest Airlines Inc.,658,700,-2,753,806,-13,115,126,87,7,21
4,27,SU,United Air Lines Inc.,628,630,-2,723,735,-12,115,125,95,6,14
4,27,SU,Northwest Airlines Inc.,1436,1436,0,1540,1537,3,124,121,97,9,18
4,28,M,United Air Lines Inc.,1931,1900,31,2034,2012,22,123,132,100,10,13
4,28,M,Northwest Airlines Inc.,911,915,-4,1015,1021,-6,124,126,95,10,19
4,29,T,Northwest Airlines Inc.,657,700,-3,808,806,2,131,126,91,8,32
4,30,W,United Air Lines Inc.,619,620,-1,711,725,-14,112,125,99,6,7
4,30,W,United Air Lines Inc.,1348,1357,-9,1446,1503,-17,118,126,101,6,11
4,30,W,Northwest Airlines Inc.,2154,2145,9,2257,2247,10,123,122,102,7,14
4,30,W,Northwest Airlines Inc.,1433,1436,-3,1531,1537,-6,118,121,95,8,15
5,1,TH,United Air Lines Inc.,1419,1357,22,1534,1503,31,135,126,112,8,15
5,1,TH,Northwest Airlines Inc.,1445,1436,9,1557,1537,20,132,121,101,12,19
5,1,TH,Northwest Airlines Inc.,656,700,-4,810,806,4,134,126,104,7,23
5,1,TH,Northwest Airlines Inc.,912,915,-3,1029,1021,8,137,126,107,11,19
5,1,TH,Northwest Airlines Inc.,1136,1130,6,1244,1233,11,128,123,103,10,15
5,2,F,Northwest Airlines Inc.,1447,1436,11,1559,1536,23,132,120,104,8,20
5,2,F,United Air Lines Inc.,1934,1900,34,2041,2012,29,127,132,101,5,21
5,2,F,Northwest Airlines Inc.,655,700,-5,807,803,4,132,123,95,12,25
5,3,SA,Northwest Airlines Inc.,1134,1130,4,1230,1231,-1,116,121,95,8,13
5,3,SA,Northwest Airlines Inc.,908,915,-7,1007,1019,-12,119,124,95,7,17
5,3,SA,United Air Lines Inc.,907,915,-8,1035,1034,1,148,139,106,30,12
5,4,SU,United Air Lines Inc.,1201,1203,-2,1300,1309,-9,119,126,102,5,12
5,4,SU,Northwest Airlines Inc.,1644,1650,-6,1737,1751,-14,113,121,99,5,9
5,5,M,United Air Lines Inc.,1357,1357,0,1500,1503,-3,123,126,105,7,11
5,5,M,Northwest Airlines Inc.,911,915,-4,1014,1019,-5,123,124,101,11,11
5,5,M,Northwest Airlines Inc.,2142,2145,-3,2247,2245,2,125,120,99,11,15
5,5,M,Northwest Airlines Inc.,1125,1130,-5,1227,1231,-4,122,121,101,6,15
5,5,M,United Air Lines Inc.,617,620,-3,724,725,-1,127,125,107,5,15
5,6,T,United Air Lines Inc.,915,915,0,1015,1034,-19,120,139,91,10,19
5,7,W,Northwest Airlines Inc.,656,700,-4,819,803,16,143,123,127,8,8
5,7,W,United Air Lines Inc.,619,620,-1,726,725,1,127,125,112,5,10
5,8,TH,Northwest Airlines Inc.,1652,1650,2,1754,1751,3,122,121,101,11,10
5,8,TH,United Air Lines Inc.,917,915,2,1024,1034,-10,127,139,106,7,14
5,8,TH,Northwest Airlines Inc.,1129,1130,-1,1235,1231,4,126,121,104,10,12
5,8,TH,Northwest Airlines Inc.,910,915,-5,1011,1019,-8,121,124,102,8,11
5,9,F,United Air Lines Inc.,1206,1209,-3,1314,1315,-1,128,126,108,7,13
5,9,F,Northwest Airlines Inc.,1440,1436,4,1546,1536,10,126,120,106,6,14
5,9,F,United Air Lines Inc.,1354,1357,-3,1455,1503,-8,121,126,102,6,13
5,10,SA,United Air Lines Inc.,623,630,-7,728,735,-7,125,125,106,6,13
5,10,SA,United Air Lines Inc.,1623,1630,-7,1725,1742,-17,122,132,104,7,11
5,10,SA,Northwest Airlines Inc.,657,700,-3,803,803,0,126,123,101,8,17
5,10,SA,United Air Lines Inc.,1459,1505,-6,1617,1611,6,138,126,108,12,18
5,10,SA,Northwest Airlines Inc.,2142,2145,-3,2240,2245,-5,118,120,93,8,17
5,11,SU,United Air Lines Inc.,1201,1203,-2,1259,1309,-10,118,126,101,7,10
5,12,M,Northwest Airlines Inc.,1502,1436,26,1625,1536,49,143,120,107,10,26
5,12,M,Northwest Airlines Inc.,2150,2145,5,2310,2245,25,140,120,109,9,22
5,12,M,United Air Lines Inc.,1220,1209,11,1314,1315,-1,114,126,97,6,11
5,12,M,Northwest Airlines Inc.,1131,1130,1,1234,1231,3,123,121,101,8,14
5,12,M,United Air Lines Inc.,1356,1357,-1,1458,1503,-5,122,126,102,7,13
5,13,T,United Air Lines Inc.,615,620,-5,735,725,10,140,125,119,9,12
5,14,W,Northwest Airlines Inc.,1650,1650,0,1756,1751,5,126,121,105,11,10
5,14,W,United Air Lines Inc.,1227,1209,18,1322,1315,7,115,126,102,5,8
5,14,W,United Air Lines Inc.,617,620,-3,716,725,-9,119,125,104,5,10
5,15,TH,Northwest Airlines Inc.,911,915,-4,1016,1019,-3,125,124,103,9,13
5,15,TH,United Air Lines Inc.,1855,1900,-5,1943,2012,-29,108,132,89,7,12
5,16,F,Northwest Airlines Inc.,655,700,-5,750,803,-13,115,123,85,12,18
5,16,F,Northwest Airlines Inc.,2144,2145,-1,2235,2245,-10,111,120,92,5,14
5,16,F,Northwest Airlines Inc.,1648,1650,-2,1736,1751,-15,108,121,91,9,8
5,16,F,Northwest Airlines Inc.,910,915,-5,959,1019,-20,109,124,85,10,14
5,16,F,United Air Lines Inc.,1358,1357,1,1454,1503,-9,116,126,95,10,11
5,17,SA,United Air Lines Inc.,910,915,-5,1024,1034,-10,134,139,93,28,13
5,17,SA,Northwest Airlines Inc.,1129,1130,-1,1224,1231,-7,115,121,93,9,13
5,18,SU,Northwest Airlines Inc.,2142,2145,-3,2240,2245,-5,118,120,89,10,19
5,18,SU,United Air Lines Inc.,1355,1357,-2,1449,1503,-14,114,126,95,9,10
5,18,SU,United Air Lines Inc.,1159,1203,-4,1300,1309,-9,121,126,96,7,18
5,19,M,United Air Lines Inc.,1425,1357,28,1528,1503,25,123,126,100,4,19
5,19,M,Northwest Airlines Inc.,1435,1436,-1,1541,1536,5,126,120,103,9,14
5,19,M,United Air Lines Inc.,627,620,7,726,725,1,119,125,96,11,12
5,20,T,Northwest Airlines Inc.,1507,1436,31,1554,1536,18,107,120,92,6,9
5,20,T,United Air Lines Inc.,1900,1900,0,1959,2012,-13,119,132,99,6,14
5,20,T,United Air Lines Inc.,622,620,2,709,725,-16,107,125,94,5,8
5,21,W,Northwest Airlines Inc.,1127,1130,-3,1241,1231,10,134,121,98,7,29
5,21,W,Northwest Airlines Inc.,913,915,-2,1010,1019,-9,117,124,94,7,16
5,21,W,Northwest Airlines Inc.,658,700,-2,757,803,-6,119,123,94,7,18
5,22,TH,Northwest Airlines Inc.,1650,1650,0,1818,1751,27,148,121,128,6,14
5,22,TH,United Air Lines Inc.,1215,1209,6,1313,1315,-2,118,126,96,7,15
5,23,F,United Air Lines Inc.,618,620,-2,716,725,-9,118,125,104,4,10
5,23,F,United Air Lines Inc.,912,915,-3,1031,1034,-3,139,139,111,10,18
5,24,SA,United Air Lines Inc.,1753,1630,83,1901,1742,79,128,132,111,5,12
5,24,SA,Northwest Airlines Inc.,2138,2145,-7,2254,2245,9,136,120,113,5,18
5,24,SA,United Air Lines Inc.,1458,1505,-7,1624,1611,13,146,126,109,7,30
5,24,SA,Northwest Airlines Inc.,654,700,-6,759,803,-4,125,123,102,8,15
5,25,SU,Northwest Airlines Inc.,1433,1436,-3,1553,1536,17,140,120,117,8,15
5,25,SU,Northwest Airlines Inc.,657,700,-3,808,803,5,131,123,105,6,20
5,26,M,Northwest Airlines Inc.,2152,2145,7,2250,2245,5,118,120,103,6,9
5,27,T,Northwest Airlines Inc.,654,700,-6,811,803,8,137,123,111,13,13
5,27,T,Northwest Airlines Inc.,1647,1650,-3,1802,1751,11,135,121,112,9,14
5,28,W,Northwest Airlines Inc.,1145,1130,15,1248,1231,17,123,121,104,5,14
5,28,W,United Air Lines Inc.,1354,1357,-3,1459,1503,-4,125,126,109,6,10
5,28,W,United Air Lines Inc.,909,915,-6,1022,1034,-12,133,139,108,8,17
5,30,F,United Air Lines Inc.,619,620,-1,729,725,4,130,125,110,6,14
5,30,F,Northwest Airlines Inc.,2143,2145,-2,2245,2245,0,122,120,100,7,15
5,30,F,Northwest Airlines Inc.,911,915,-4,1030,1019,11,139,124,111,9,19
5,31,SA,Northwest Airlines Inc.,2144,2145,-1,2254,2245,9,130,120,103,6,21
5,31,SA,Northwest Airlines Inc.,656,700,-4,801,803,-2,125,123,101,7,17
6,1,SU,Northwest Airlines Inc.,1127,1130,-3,1248,1231,17,141,121,100,6,35
6,1,SU,Northwest Airlines Inc.,1649,1650,-1,1748,1751,-3,119,121,103,8,8
6,1,SU,United Air Lines Inc.,853,900,-7,1008,1019,-11,135,139,105,18,12
6,2,M,Northwest Airlines Inc.,909,915,-6,1029,1019,10,140,124,111,9,20
6,2,M,United Air Lines Inc.,1209,1209,0,1317,1315,2,128,126,109,6,13
6,2,M,United Air Lines Inc.,1353,1357,-4,1502,1503,-1,129,126,108,9,12
6,2,M,United Air Lines Inc.,910,915,-5,1020,1034,-14,130,139,105,9,16
6,3,T,United Air Lines Inc.,1244,1209,35,1350,1315,35,126,126,101,11,14
6,3,T,United Air Lines Inc.,1455,1357,58,1604,1503,61,129,126,116,5,8
6,3,T,Northwest Airlines Inc.,1435,1436,-1,1600,1536,24,145,120,119,11,15
6,3,T,Northwest Airlines Inc.,2145,2145,0,2251,2245,6,126,120,97,8,21
6,4,W,Northwest Airlines Inc.,2146,2145,1,2317,2245,32,151,120,121,10,20
6,4,W,Northwest Airlines Inc.,1648,1650,-2,1840,1751,49,172,121,128,8,36
6,4,W,United Air Lines Inc.,614,620,-6,739,725,14,145,125,118,19,8
6,5,TH,United Air Lines Inc.,1414,1358,16,1539,1502,37,145,124,120,15,10
6,5,TH,Northwest Airlines Inc.,913,915,-2,1042,1017,25,149,122,120,12,17
6,5,TH,Northwest Airlines Inc.,1250,1130,80,1434,1230,124,164,120,136,9,19
6,5,TH,Northwest Airlines Inc.,2251,2150,61,37,2248,109,166,118,99,8,59
6,6,F,United Air Lines Inc.,1859,1358,301,2011,1502,309,132,124,112,6,14
6,6,F,United Air Lines Inc.,1206,1159,7,1336,1303,33,150,124,103,4,43
6,7,SA,United Air Lines Inc.,1310,1204,66,1412,1308,64,122,124,106,5,11
6,7,SA,United Air Lines Inc.,1409,1344,25,1508,1448,20,119,124,103,5,11
6,7,SA,United Air Lines Inc.,1025,850,95,1126,953,93,121,123,102,6,13
6,7,SA,United Air Lines Inc.,845,619,146,951,722,149,126,123,107,4,15
6,7,SA,Northwest Airlines Inc.,702,705,-3,827,807,20,145,122,112,7,26
6,7,SA,Northwest Airlines Inc.,1432,1436,-4,1530,1536,-6,118,120,99,6,13
6,7,SA,Northwest Airlines Inc.,1650,1650,0,1803,1752,11,133,122,112,10,11
6,8,SU,Northwest Airlines Inc.,1701,1650,11,1821,1752,29,140,122,109,10,21
6,8,SU,United Air Lines Inc.,1341,1344,-3,1451,1448,3,130,124,111,7,12
6,9,M,United Air Lines Inc.,1233,1159,34,1345,1303,42,132,124,110,9,13
6,9,M,Northwest Airlines Inc.,2150,2150,0,2251,2248,3,121,118,96,6,19
6,10,T,Northwest Airlines Inc.,1110,915,115,1209,1017,112,119,122,98,7,14
6,10,T,Northwest Airlines Inc.,1650,1650,0,1801,1752,9,131,122,101,12,18
6,10,T,United Air Lines Inc.,1355,1358,-3,1457,1502,-5,122,124,102,7,13
6,11,W,United Air Lines Inc.,1436,1358,38,1541,1502,39,125,124,106,6,13
6,11,W,United Air Lines Inc.,906,914,-8,1047,1028,19,161,134,129,9,23
6,11,W,Northwest Airlines Inc.,704,705,-1,817,807,10,133,122,106,14,13
6,12,TH,Northwest Airlines Inc.,927,915,12,1048,1017,31,141,122,117,9,15
6,13,F,United Air Lines Inc.,2047,1910,97,2139,2025,74,112,135,100,4,8
6,13,F,United Air Lines Inc.,610,619,-9,711,722,-11,121,123,104,4,13
6,13,F,Northwest Airlines Inc.,914,915,-1,1020,1017,3,126,122,100,9,17
6,13,F,United Air Lines Inc.,1216,1159,17,1317,1303,14,121,124,103,7,11
6,13,F,Northwest Airlines Inc.,1121,1130,-9,1231,1230,1,130,120,95,8,27
6,14,SA,Northwest Airlines Inc.,1647,1650,-3,1744,1752,-8,117,122,97,7,13
6,14,SA,United Air Lines Inc.,616,619,-3,714,722,-8,118,123,101,6,11
6,15,SU,Northwest Airlines Inc.,2145,2150,-5,2245,2248,-3,120,118,98,6,16
6,16,M,United Air Lines Inc.,913,914,-1,1100,1028,32,167,134,114,6,47
6,16,M,Northwest Airlines Inc.,1653,1650,3,1754,1752,2,121,122,103,5,13
6,17,T,United Air Lines Inc.,616,619,-3,718,722,-4,122,123,101,7,14
6,17,T,Northwest Airlines Inc.,1430,1436,-6,1528,1536,-8,118,120,96,9,13
6,17,T,United Air Lines Inc.,912,914,-2,1026,1028,-2,134,134,100,11,23
6,18,W,Northwest Airlines Inc.,1158,1130,28,1258,1230,28,120,120,96,7,17
6,18,W,United Air Lines Inc.,1404,1358,6,1508,1502,6,124,124,102,10,12
6,18,W,Northwest Airlines Inc.,709,705,4,802,807,-5,113,122,92,6,15
6,19,TH,Northwest Airlines Inc.,1707,1650,17,1808,1752,16,121,122,98,9,14
6,19,TH,United Air Lines Inc.,1412,1358,14,1522,1502,20,130,124,102,18,10
6,19,TH,Northwest Airlines Inc.,925,915,10,1035,1017,18,130,122,99,9,22
6,19,TH,United Air Lines Inc.,1213,1159,14,1317,1303,14,124,124,105,8,11
6,19,TH,Northwest Airlines Inc.,1124,1130,-6,1238,1230,8,134,120,102,9,23
6,19,TH,Northwest Airlines Inc.,1441,1436,5,1535,1536,-1,114,120,97,7,10
6,20,F,United Air Lines Inc.,1331,1159,92,1436,1303,93,125,124,99,9,17
6,21,SA,Northwest Airlines Inc.,1713,1650,23,1811,1752,19,118,122,95,6,17
6,21,SA,Northwest Airlines Inc.,702,705,-3,802,807,-5,120,122,93,6,21
6,21,SA,Northwest Airlines Inc.,1128,1130,-2,1217,1230,-13,109,120,93,6,10
6,21,SA,Northwest Airlines Inc.,2147,2150,-3,2228,2248,-20,101,118,87,6,8
6,22,SU,Northwest Airlines Inc.,1156,1130,26,1252,1230,22,116,120,94,8,14
6,22,SU,Northwest Airlines Inc.,919,915,4,1025,1017,8,126,122,93,10,23
6,22,SU,United Air Lines Inc.,1202,1205,-3,1251,1309,-18,109,124,92,6,11
6,22,SU,United Air Lines Inc.,611,617,-6,700,720,-20,109,123,95,6,8
6,23,M,Northwest Airlines Inc.,1649,1650,-1,1809,1752,17,140,122,116,8,16
6,23,M,United Air Lines Inc.,613,619,-6,718,722,-4,125,123,98,14,13
6,23,M,United Air Lines Inc.,1402,1358,4,1503,1502,1,121,124,104,7,10
6,23,M,United Air Lines Inc.,1900,1910,-10,2009,2025,-16,129,135,104,9,16
6,24,T,Northwest Airlines Inc.,1128,1130,-2,1226,1230,-4,118,120,90,9,19
6,25,W,United Air Lines Inc.,1156,1159,-3,1252,1303,-11,116,124,99,7,10
6,25,W,Northwest Airlines Inc.,1448,1436,12,1549,1536,13,121,120,93,7,21
6,26,TH,United Air Lines Inc.,1949,1910,39,2110,2025,45,141,135,124,9,8
6,26,TH,United Air Lines Inc.,615,619,-4,715,722,-7,120,123,102,6,12
6,26,TH,Northwest Airlines Inc.,704,705,-1,814,807,7,130,122,102,8,20
6,26,TH,United Air Lines Inc.,1202,1159,3,1308,1303,5,126,124,105,5,16
6,27,F,United Air Lines Inc.,1220,1159,21,1321,1303,18,121,124,102,8,11
6,27,F,Northwest Airlines Inc.,915,915,0,1029,1017,12,134,122,102,10,22
6,27,F,United Air Lines Inc.,1405,1358,7,1514,1502,12,129,124,106,9,14
6,27,F,United Air Lines Inc.,612,619,-7,719,722,-3,127,123,104,11,12
6,28,SA,United Air Lines Inc.,2056,1905,111,2154,2020,94,118,135,105,5,8
6,28,SA,Northwest Airlines Inc.,2148,2150,-2,2246,2248,-2,118,118,88,9,21
6,29,SU,Northwest Airlines Inc.,1647,1650,-3,1742,1752,-10,115,122,91,11,13
6,29,SU,United Air Lines Inc.,921,922,-1,1018,1036,-18,117,134,94,10,13
6,29,SU,Northwest Airlines Inc.,1437,1436,1,1530,1536,-6,113,120,88,9,16
6,30,M,United Air Lines Inc.,635,619,16,725,722,3,110,123,94,3,13
6,30,M,Northwest Airlines Inc.,2147,2150,-3,2229,2248,-19,102,118,85,5,12
6,30,M,Northwest Airlines Inc.,1646,1650,-4,1734,1752,-18,108,122,90,6,12
7,1,T,Northwest Airlines Inc.,2148,2150,-2,2248,2248,0,120,118,94,9,17
7,1,T,Northwest Airlines Inc.,1128,1130,-2,1235,1230,5,127,120,100,8,19
7,1,T,Northwest Airlines Inc.,908,915,-7,1008,1017,-9,120,122,94,8,18
7,2,W,Northwest Airlines Inc.,1141,1130,11,1248,1230,18,127,120,95,11,21
7,2,W,United Air Lines Inc.,908,914,-6,1019,1028,-9,131,134,98,15,18
7,2,W,United Air Lines Inc.,1155,1159,-4,1255,1303,-8,120,124,99,7,14
7,4,F,Northwest Airlines Inc.,721,705,16,812,807,5,111,122,88,9,14
7,4,F,Northwest Airlines Inc.,1121,1130,-9,1221,1230,-9,120,120,92,7,21
7,5,SA,Northwest Airlines Inc.,2229,2150,39,2324,2248,36,115,118,97,8,10
7,5,SA,United Air Lines Inc.,1300,1204,56,1357,1308,49,117,124,98,6,13
7,5,SA,Northwest Airlines Inc.,1645,1650,-5,1747,1752,-5,122,122,95,9,18
7,5,SA,Northwest Airlines Inc.,1432,1436,-4,1534,1536,-2,122,120,95,12,15
7,5,SA,Northwest Airlines Inc.,707,705,2,756,807,-11,109,122,89,8,12
7,5,SA,Northwest Airlines Inc.,911,915,-4,1006,1017,-11,115,122,91,10,14
7,6,SU,Northwest Airlines Inc.,1433,1436,-3,1629,1536,53,176,120,157,9,10
7,6,SU,United Air Lines Inc.,1211,1205,6,1315,1309,6,124,124,102,8,14
7,7,M,Northwest Airlines Inc.,1216,1130,46,1320,1230,50,124,120,101,9,14
7,7,M,Northwest Airlines Inc.,1650,1650,0,1804,1752,12,134,122,111,9,14
7,8,T,Northwest Airlines Inc.,1439,1436,3,1633,1536,57,174,120,141,10,23
7,8,T,United Air Lines Inc.,910,916,-6,1027,1030,-3,137,134,102,16,19
7,9,W,United Air Lines Inc.,1908,1914,-6,2007,2029,-22,119,135,97,7,15
7,9,W,United Air Lines Inc.,612,613,-1,709,716,-7,117,123,100,5,12
7,9,W,Northwest Airlines Inc.,1128,1130,-2,1239,1230,9,131,120,99,8,24
7,9,W,United Air Lines Inc.,1200,1202,-2,1303,1306,-3,123,124,107,6,10
7,9,W,Northwest Airlines Inc.,916,915,1,1013,1017,-4,117,122,96,9,12
7,9,W,Northwest Airlines Inc.,2205,2150,15,2258,2248,10,113,118,93,7,13
7,10,TH,Northwest Airlines Inc.,707,705,2,814,807,7,127,122,96,9,22
7,10,TH,United Air Lines Inc.,612,613,-1,710,716,-6,118,123,104,4,10
7,10,TH,Northwest Airlines Inc.,1128,1130,-2,1237,1230,7,129,120,95,7,27
7,11,F,Northwest Airlines Inc.,1143,1130,13,1253,1230,23,130,120,95,12,23
7,11,F,Northwest Airlines Inc.,2221,2150,31,2347,2248,59,146,118,102,9,35
7,11,F,United Air Lines Inc.,1406,1406,0,1510,1510,0,124,124,104,9,11
7,12,SA,Northwest Airlines Inc.,1700,1650,10,1755,1752,3,115,122,102,5,8
7,12,SA,United Air Lines Inc.,1349,1401,-12,1506,1505,1,137,124,110,13,14
7,12,SA,United Air Lines Inc.,1853,1905,-12,1954,2020,-26,121,135,105,5,11
7,13,SU,United Air Lines Inc.,1157,1203,-6,1255,1307,-12,118,124,96,5,17
7,14,M,Northwest Airlines Inc.,1456,1436,20,1556,1536,20,120,120,95,10,15
7,14,M,United Air Lines Inc.,2051,1914,97,2141,2029,72,110,135,94,5,11
7,15,T,Northwest Airlines Inc.,924,915,9,1016,1017,-1,112,122,91,8,13
7,15,T,Northwest Airlines Inc.,1128,1130,-2,1228,1230,-2,120,120,94,8,18
7,15,T,United Air Lines Inc.,609,613,-4,706,716,-10,117,123,100,8,9
7,16,W,United Air Lines Inc.,2012,1914,58,2121,2029,52,129,135,108,6,15
7,16,W,Northwest Airlines Inc.,700,705,-5,750,807,-17,110,122,93,5,12
7,16,W,Northwest Airlines Inc.,1650,1650,0,1806,1752,14,136,122,105,10,21
7,16,W,United Air Lines Inc.,611,613,-2,709,716,-7,118,123,102,6,10
7,16,W,United Air Lines Inc.,1402,1406,-4,1510,1510,0,128,124,103,9,16
7,17,TH,Northwest Airlines Inc.,1435,1436,-1,1555,1536,19,140,120,111,11,18
7,17,TH,United Air Lines Inc.,910,916,-6,1034,1030,4,144,134,108,7,29
7,18,F,United Air Lines Inc.,2108,1914,114,2211,2029,102,123,135,103,11,9
7,18,F,Northwest Airlines Inc.,1720,1650,30,1836,1752,44,136,122,99,6,31
7,18,F,Northwest Airlines Inc.,2144,2150,-6,2247,2248,-1,123,118,96,7,20
7,18,F,Northwest Airlines Inc.,1436,1436,0,1538,1536,2,122,120,101,10,11
7,18,F,United Air Lines Inc.,1201,1202,-1,1307,1306,1,126,124,107,7,12
7,18,F,United Air Lines Inc.,611,613,-2,722,716,6,131,123,108,7,16
7,19,SA,Northwest Airlines Inc.,1707,1650,17,1835,1752,43,148,122,115,7,26
7,19,SA,United Air Lines Inc.,611,613,-2,711,716,-5,120,123,97,9,14
7,19,SA,United Air Lines Inc.,1356,1401,-5,1502,1505,-3,126,124,99,16,11
7,19,SA,Northwest Airlines Inc.,1435,1436,-1,1530,1536,-6,115,120,95,6,14
7,21,M,Northwest Airlines Inc.,1241,1130,71,1334,1230,64,113,120,92,9,12
7,21,M,Northwest Airlines Inc.,703,705,-2,808,807,1,125,122,98,10,17
7,21,M,United Air Lines Inc.,1909,1914,-5,2021,2029,-8,132,135,96,12,24
7,21,M,Northwest Airlines Inc.,911,915,-4,1013,1017,-4,122,122,96,10,16
7,21,M,United Air Lines Inc.,912,916,-4,1020,1030,-10,128,134,97,12,19
7,22,T,United Air Lines Inc.,1157,1202,-5,1248,1306,-18,111,124,92,7,12
7,22,T,United Air Lines Inc.,909,916,-7,1004,1030,-26,115,134,92,9,14
7,22,T,Northwest Airlines Inc.,708,705,3,806,807,-1,118,122,87,11,20
7,22,T,Northwest Airlines Inc.,1651,1650,1,1743,1752,-9,112,122,89,6,17
7,23,W,Northwest Airlines Inc.,1217,1130,47,1310,1230,40,113,120,91,9,13
7,23,W,Northwest Airlines Inc.,1433,1436,-3,1633,1536,57,180,120,159,9,12
7,23,W,Northwest Airlines Inc.,1713,1650,23,1855,1752,63,162,122,99,8,55
7,23,W,United Air Lines Inc.,1401,1406,-5,1513,1510,3,132,124,110,8,14
7,24,TH,United Air Lines Inc.,608,613,-5,704,716,-12,116,123,99,5,12
7,24,TH,Northwest Airlines Inc.,1433,1436,-3,1532,1536,-4,119,120,97,8,14
7,24,TH,Northwest Airlines Inc.,2148,2150,-2,2253,2248,5,125,118,98,9,18
7,24,TH,Northwest Airlines Inc.,655,705,-10,812,807,5,137,122,106,6,25
7,24,TH,Northwest Airlines Inc.,1648,1650,-2,1759,1752,7,131,122,112,6,13
7,24,TH,United Air Lines Inc.,1356,1406,-10,1456,1510,-14,120,124,101,5,14
7,25,F,United Air Lines Inc.,1218,1202,16,1323,1306,17,125,124,103,10,12
7,25,F,Northwest Airlines Inc.,932,915,17,1034,1017,17,122,122,100,5,17
7,26,SA,Northwest Airlines Inc.,1435,1436,-1,1531,1536,-5,116,120,98,8,10
7,27,SU,United Air Lines Inc.,1948,1909,39,2127,2024,63,159,135,100,44,15
7,27,SU,United Air Lines Inc.,914,918,-4,1016,1032,-16,122,134,99,9,14
7,27,SU,United Air Lines Inc.,1357,1400,-3,1507,1504,3,130,124,108,10,12
7,27,SU,Northwest Airlines Inc.,916,915,1,1021,1017,4,125,122,95,11,19
7,28,M,Northwest Airlines Inc.,1654,1650,4,1824,1752,32,150,122,114,8,28
7,28,M,Northwest Airlines Inc.,1435,1436,-1,1544,1536,8,129,120,97,12,20
7,28,M,Northwest Airlines Inc.,1127,1130,-3,1231,1230,1,124,120,94,11,19
7,29,T,Northwest Airlines Inc.,758,705,53,859,807,52,121,122,96,10,15
7,30,W,United Air Lines Inc.,609,613,-4,708,716,-8,119,123,102,4,13
7,30,W,Northwest Airlines Inc.,1134,1130,4,1236,1230,6,122,120,97,5,20
7,30,W,Northwest Airlines Inc.,701,705,-4,759,807,-8,118,122,94,7,17
7,31,TH,Northwest Airlines Inc.,658,705,-7,812,807,5,134,122,96,7,31
7,31,TH,Northwest Airlines Inc.,1129,1130,-1,1227,1230,-3,118,120,96,7,15
8,2,SA,Northwest Airlines Inc.,1127,1130,-3,1220,1230,-10,113,120,93,6,14
